Ticker,year,Company,Peer_group_root,Region,Country,environment_score,social_score,governance_score,total_esg_score,Close,Volume,Asset Turnover,Current Ratio,Days Sales In Receivables,Debt/Equity Ratio,EBIT Margin,EBITDA Margin,Gross Margin,Inventory Turnover Ratio,Long-term Debt / Capital,Net Profit Margin,Operating Margin,Pre-Tax Profit Margin,ROA - Return On Assets,ROE - Return On Equity,revenue,net_income,operating_income,gross_profit,total_assets,total_liabilities,operating_cash_flow,shares_outstanding,sector
CBOE,2016,"CBOE Holdings, Inc.",Diversified Financials,North America,United States,66.93333333333334,61.18,54.24,60.39666666666667,61.595,506700.0,0.4003,2.5466,61.5095,0.0,39.2558,0.0,80.735,0.0,0.0,23.8886,39.2558,39.9526,6.186484999999999,14.1869,617225000.0,189714000.0,313801000.0,,,,,,Diversified Financials
CBOE,2017,"CBOE Holdings, Inc.",Diversified Financials,United States and Canada,United States,31.655,50.85,52.455,45.7,87.96,878700.0,0.1179,1.3811,34.0019,0.456,18.3833,0.0,42.7904,0.0,0.3132,10.5025,18.3833,16.7714,1.2603,2.4142,663800000.0,205000000.0,319900000.0,561700000.0,,,245300000.0,,Diversified Financials
CBOE,2018,"Cboe Global Markets, Inc.",Diversified Financials,United States and Canada,United States,31.64,52.72,51.6,45.97,102.25,929600.0,0.1255,0.9094,43.056,0.3854,21.8962,0.0,44.7238,0.0,0.225,14.7595,21.8962,20.1945,1.674,2.719,,186800000.0,298200000.0,566400000.0,,,229600000.0,,Diversified Financials
CCI,2010,Crown Castle International Corp.,Telecommunication Services,North America,United States,40.0,35.0,74.5,46.5,30.66,1715750.0,0.0452,1.1742,10.3096,2.4528,31.4623,0.0,69.1861,0.0,0.7097,-21.290181999999994,31.4623,-22.428,-0.9429,-3.9331,1526504000.0,10577000.0,292509000.0,,,,513001000.0,,Telecommunication Services
CCI,2011,Crown Castle International Corp.,Telecommunication Services,North America,United States,36.5,35.5,74.0,45.5,33.125,1802050.0,0.0492,1.386,11.3422,2.5579,34.0435,0.0,71.3449,0.0,0.718,8.4538,34.0435,9.5334,0.4641,2.0503,1685407000.0,-97529000.0,433991000.0,,,,571256000.0,,Telecommunication Services
CCI,2012,Crown Castle International Corp.,Telecommunication Services,North America,United States,40.333333333333336,36.333333333333336,67.0,45.0,46.015,1579100.0,0.0465,1.4864000000000002,19.78275,2.9264,35.09885,0.0,70.4114,0.0,0.7435,7.6791,35.09885,9.3169,0.3768,1.65205,1878658000.0,51278000.0,575365000.0,,,,603430000.0,,Telecommunication Services
CCI,2014,Crown Castle International Corp.,Telecommunication Services,North America,United States,52.0,41.666666666666664,60.0,51.0,63.81,2913550.0,0.0422,1.3764,31.6231,1.7694,26.1174,0.0,61.3864,0.0,0.6367,15.3724,26.1174,12.6821,0.5631,1.7673,2432680000.0,188584000.0,834681000.0,,16088709000.0,,772557000.0,,Telecommunication Services
CCI,2016,Crown Castle International Corp.,Real Estate,North America,United States,73.75,44.21,65.35333333333334,62.370000000000005,76.27000000000001,2184850.0,0.0447,0.9353,25.0634,1.7884,24.622,0.0,63.1077,0.0,0.6395,8.8072,24.622,10.4239,0.4437,1.4565,3538756000.0,1153360000.0,940682000.0,,,,1600197000.0,,Real Estate
CCI,2017,Crown Castle International Corp.,Real Estate,United States and Canada,United States,52.04333333333333,44.473333333333336,64.26666666666667,53.44333333333333,89.68,2033800.0,0.0353,0.9533,26.9116,1.3096,24.5532,0.0,63.4995,0.0,0.5653,7.9962,24.5532,11.1007,0.3708,0.9075,3663851000.0,1520992000.0,946180000.0,,21936966000.0,,1794025000.0,,Real Estate
CCI,2018,Crown Castle International Corp.,Real Estate,United States and Canada,United States,42.04,41.88,61.63666666666666,47.873333333333335,100.43,2293900.0,0.0417,0.9051,30.8291,1.3358,25.9399,0.0,65.5273,0.0,0.5702,9.8909,25.9399,12.3719,0.5024,1.4173,1063000000.0,357000000.0,949000000.0,,22675000000.0,,1787000000.0,,Real Estate
CCI,2019,Crown Castle International Corp,Real Estate,United States and Canada,United States,42.04,41.88,63.675,48.485,127.405,1805100.0,0.0379,0.7226,37.6157,1.5762,26.8832,0.0,65.3075,0.0,0.6105,12.9924,26.8832,15.2039,,1.9926,521000000.0,366000000.0,967000000.0,,38321000000.0,27535000000.0,2032000000.0,,Real Estate
CCL,2010,Carnival Corporation,Consumer Services,North America,United States,50.5,43.5,71.5,53.0,27.43,4335150.0,0.0933,0.2345,7.7137,0.4077,10.6826,0.0,33.7313,7.3625,0.2581,7.7135,10.6826,7.6829,0.6994,1.2078,,2324000000.0,2729000000.0,,33400000000.0,,3391000000.0,,Consumer Services
CCL,2011,Carnival Corporation,Consumer Services,North America,United States,53.5,52.0,68.0,56.5,27.45,4557600.0,0.0957,0.2149,6.4042,0.3968,8.3333,0.0,30.4924,6.944649999999999,0.25134999999999996,5.8712,8.3333,5.6548,0.5616,0.9105,,1790000000.0,2154000000.0,,36835000000.0,,3342000000.0,,Consumer Services
CCL,2012,Carnival Corporation,Consumer Services,North America,United States,58.666666666666664,52.666666666666664,63.666666666666664,57.666666666666664,26.195,4000050.0,0.09165,0.31285,6.9887,0.38849999999999996,7.1509,0.0,29.9604,6.821899999999999,0.2552,1.4974500000000002,7.1509,1.4974500000000002,0.13649999999999998,0.2247,,1978000000.0,2347000000.0,,37490000000.0,,3818000000.0,,Consumer Services
CCL,2013,Carnival Corporation,Consumer Services,North America,United States,56.0,46.5,65.0,55.0,29.119999999999997,3947900.0,0.0912,0.2885,9.9645,0.4129,4.3691,0.0,28.5139,7.0642,0.2479,1.1785,4.3691,1.1785,0.1072,0.1761,,1912000000.0,2255000000.0,,38637000000.0,,3766000000.0,,Consumer Services
CCL,2014,Carnival Corporation,Consumer Services,North America,United States,54.0,46.5,67.25,54.75,34.705,4398650.0,0.0943,0.215,8.0344,0.3755,7.1525,0.0,32.8583,7.1547,0.2332,-2.7696,7.1525,-2.5813,-0.2611,-0.4255,,1298000000.0,1642000000.0,,39161000000.0,,2999000000.0,,Consumer Services
CCL,2015,Carnival plc,Consumer Services,Europe,United Kingdom,54.333333333333336,50.0,71.33333333333333,57.333333333333336,42.015,3821000.0,0.0946,0.2396,7.3504,0.3556,13.7197,0.0,40.2156,7.3517,0.2223,7.2776,13.7197,7.3046,0.6881,1.1358,,1055000000.0,1329000000.0,,40042000000.0,,2834000000.0,,Consumer Services
CCL,2016,Carnival Corporation,Consumer Services,North America,United States,56.48142857142857,48.94428571428572,72.36142857142858,57.81142857142857,42.395,4350250.0,0.1012,0.2189,6.814,0.4137,15.1677,0.0,41.0823,7.2019,0.2665,16.3293,15.1677,16.3833,1.5637,2.6906,15884000000.0,1216000000.0,1772000000.0,,39448000000.0,,3430000000.0,,Consumer Services
CCL,2017,Carnival Corporation,Consumer Services,United States and Canada,United States,54.589999999999996,61.28666666666667,72.22333333333334,61.339999999999996,59.44,2927800.0,0.1044,0.1958,6.5931,0.3797,12.8669,0.0,38.5537,6.9402,0.2421,12.8199,12.8669,13.1486,1.339,2.2547,15714000000.0,1757000000.0,2574000000.0,,39237000000.0,,4545000000.0,,Consumer Services
CCL,2018,Carnival Corporation,Consumer Services,United States and Canada,United States,53.62,61.44,68.89,60.17,58.42,3497000.0,0.1051,0.2417,7.0645,0.4119,12.8299,0.0,38.4668,6.6692,0.2518,12.8758,12.8299,12.9447,1.3299,2.344,16389000000.0,2779000000.0,3071000000.0,,38881000000.0,,5134000000.0,,Consumer Services
CCL,2019,Carnival Corp,Consumer Services,United States and Canada,United States,50.97,62.41,73.59,60.635,47.935,3583050.0,0.1087,0.2732,7.5341,0.4535,10.6656,0.0,35.1809,7.2576,0.2736,9.322,10.6656,9.4874,,1.8707,17510000000.0,2606000000.0,2809000000.0,,40778000000.0,,5322000000.0,,Consumer Services
CDNS,2010,Cadence Design Systems Inc.,Software & Services,North America,United States,41.666666666666664,39.666666666666664,70.0,48.0,6.82,2912400.0,0.1395,1.7228,75.8209,1.9868,-1.2957,0.0,83.2647,1.3978,0.6493,21.4067,-1.2957,-6.9204,2.8664,29.8789,1038614000.0,-1856715000.0,-1573268000.0,,,,70286000.0,,Software & Services
CDNS,2011,Cadence Design Systems Inc.,Software & Services,North America,United States,37.333333333333336,42.666666666666664,67.33333333333333,47.333333333333336,9.934999999999999,2751400.0,0.1572,1.20875,46.9094,1.5593,11.0023,0.0,82.9657,1.0932,0.40395000000000003,9.4991,11.0023,9.7761,1.4354,7.4632,852632000.0,-149871000.0,-123591000.0,,,,25637000.0,,Software & Services
CDNS,2012,Cadence Design Systems Inc.,Software & Services,North America,United States,42.0,48.0,66.0,50.333333333333336,11.955,2656900.0,0.17309999999999998,1.1552,32.7547,1.2721,15.89245,0.0,84.8553,1.20785,0.20015,14.2252,15.892500000000002,14.47195,2.4676,8.60235,935954000.0,126538000.0,-28966000.0,,,,199143000.0,,Software & Services
CDNS,2016,Cadence Design Systems Inc.,Software & Services,North America,United States,42.165,45.555,64.35,49.235,24.525,2123250.0,0.2034,1.4912,30.6626,0.9349,14.7689,0.0,86.362,0.9976,0.4097,10.8902,14.7689,14.0947,2.0748,5.1872,1580932000.0,158898000.0,206644000.0,,,,316722000.0,,Software & Services
CDNS,2017,Cadence Design Systems Inc.,Software & Services,United States and Canada,United States,42.58,47.905,59.3,49.155,34.76,1832500.0,0.2106,1.6218,31.5784,0.7373,16.5606,0.0,87.9846,1.8153,0.3945,14.4315,16.5606,16.1515,3.0483,7.2628,1702091000.0,252417000.0,285430000.0,,,,378200000.0,,Software & Services
CDNS,2018,Cadence Design Systems Inc,Software & Services,United States and Canada,United States,45.33,50.1,57.099999999999994,50.42,43.69,1940900.0,0.2308,1.3415,40.7071,0.3456,19.4622,0.0,88.6264,2.0646,0.2154,17.2721,19.4622,18.6977,2.9728,7.6393,1816083000.0,203086000.0,244901000.0,,,,444879000.0,,Software & Services
CDNS,2019,Cadence Design Systems Inc,Software & Services,United States and Canada,United States,46.67,48.68,56.9,50.13,66.33000000000001,1831550.0,0.2177,1.6963,42.6883,0.2336,20.8464,0.0,89.4096,1.2469,0.1894,18.4755,20.8464,20.1359,,7.4961,1943032000.0,204101000.0,323955000.0,,,,470740000.0,,Software & Services
CERN,2010,Cerner Corporation,Healthcare,North America,United States,34.666666666666664,47.0,63.333333333333336,47.0,20.71,2460600.0,0.2031,3.6664,87.1512,0.0658,20.3146,0.0,82.8485,8.6003,0.049,13.1563,20.3146,20.3344,2.5811,3.3643,,,,,,,,,Healthcare
CERN,2011,Cerner Corporation,Healthcare,North America,United States,41.0,46.666666666666664,69.66666666666667,50.666666666666664,29.225,2410800.0,0.201,3.75605,86.2856,0.0548,21.0608,0.0,78.9266,7.5315,0.0383,13.791,21.0608,21.5463,2.7724,3.5715,,,,,,,,,Healthcare
CERN,2012,Cerner Corporation,Healthcare,North America,United States,50.0,48.0,71.0,55.5,37.465,2251800.0,0.19405,3.54515,72.1636,0.06889999999999999,21.59205,0.0,77.3732,6.5075,0.0467,14.983450000000001,21.59205,22.06045,2.9074,3.7379,,,,,,,,,Healthcare
CERN,2015,Cerner Corporation,Healthcare,North America,United States,53.0,52.0,73.0,58.0,66.13,1706150.0,0.2053,2.3498,80.1804,0.1612,19.0936,0.0,83.0497,8.0408,0.128,13.0582,19.0936,19.1217,2.6667,3.8381,,,,,,,,,Healthcare
CERN,2016,Cerner Corporation,Healthcare,North America,United States,52.125,46.7575,73.09,55.9975,55.290000000000006,1909600.0,0.2104,2.3724,72.7802,0.1435,19.8454,0.0,83.0952,12.3132,0.1187,13.6891,19.8454,20.0485,2.8575,3.9733,,,,,,,,,Healthcare
CERN,2017,Cerner Corporation,Healthcare,United States and Canada,United States,53.02,41.623333333333335,67.58,52.25666666666666,64.24,2035100.0,0.2047,2.7656,71.993,0.1172,19.3026,0.0,82.735,14.5489,0.1025,13.9074,19.3026,19.5085,2.9657,4.1254,,,,,,,,,Healthcare
CERN,2018,Cerner Corp,Healthcare,United States and Canada,United States,52.4,41.905,65.245,51.53,60.21,1868400.0,0.2036,2.6315,77.9946,0.09,15.2287,0.0,82.6491,9.4672,0.0818,12.3824,15.2287,15.711,2.4963,3.3437,,,,,,,,,Healthcare
CERN,2019,Cerner Corp,Healthcare,United States and Canada,United States,52.4,40.09,67.43,51.37,66.995,2021950.0,0.206,2.2096,72.7201,0.2354,9.1622,0.0,81.2256,11.5992,0.1906,8.8724,9.1622,10.7698,,2.6916,,,,,,,,,Healthcare
CF,2010,"CF Industries Holdings, Inc.",Chemicals,North America,United States,32.0,40.25,55.0,40.5,14.585,11330750.0,0.1414,1.6531,22.4534,0.5243,26.791,0.0,30.3387,2.7884,0.344,8.0358,26.791,16.9508,1.5892,3.2562,,,,,,,,,Chemicals
CF,2011,"CF Industries Holdings, Inc.",Chemicals,North America,United States,24.25,44.5,62.0,40.5,22.49,10604250.0,0.17154999999999998,1.55695,17.2204,0.33285,46.20155,0.0,46.79575,2.52325,0.24945,24.7808,46.20155,43.184,4.8659,9.11575,1307900000.0,,,396800000.0,,,,48391584.0,Chemicals
CF,2012,"CF Industries Holdings, Inc.",Chemicals,North America,United States,25.0,47.0,68.0,43.0,30.46,6749750.0,0.15225,2.7404,20.6239,0.28015,49.0731,0.0,51.6404,2.9923,0.2188,30.720750000000002,49.0731,47.0943,4.4988,7.8579,1801700000.0,,,867400000.0,,,,48569985.0,Chemicals
CF,2013,"CF Industries Holdings, Inc.",Chemicals,North America,United States,28.0,49.75,58.5,43.25,31.39,4162000.0,0.1242,3.3516,15.4452,0.5697,42.5847,0.0,44.7712,2.647,0.3629,24.5646,42.5847,39.5989,3.1972,6.2776,1735600000.0,,,1043300000.0,,,,71267185.0,Chemicals
CF,2015,"CF Industries Holdings, Inc.",Chemicals,North America,United States,35.0,47.0,62.0,46.0,47.68,2698900.0,0.0879,1.3852,21.5516,1.2518,12.287,0.0,25.1121,2.6012,0.5559,9.6983,12.287,8.8789,0.7537,2.1712,1472700000.0,,,590300000.0,,,,314753440.0,Chemicals
CF,2016,"CF Industries Holdings, Inc.",Chemicals,North America,United States,36.01,48.44333333333333,63.48333333333333,47.23,24.29,4690700.0,0.0573,3.8703,24.4983,0.7937,-11.0727,0.0,11.188,2.2714,0.4425,-4.4118,-11.0727,-19.2647,0.0,0.0,1311000000.0,,,686000000.0,,,,279240970.0,Chemicals
CF,2017,"CF Industries Holdings, Inc.",Chemicals,United States and Canada,United States,40.71,44.59,64.25,47.9525,27.87,3970000.0,0.0753,1.8564,25.141,0.905,9.5541,0.0,13.0118,2.9262,0.4383,0.2669,9.5541,-1.5469,0.1607,0.3756,1134000000.0,,,527000000.0,,,,241673050.0,Chemicals
CF,2018,CF Industries Holdings Inc,Chemicals,United States and Canada,United States,45.19,47.67,66.45,51.379999999999995,39.7,2722700.0,0.0894,2.0267,23.4,0.7621,17.2262,0.0,21.3781,3.2841,0.4325,4.3286,17.2262,12.4558,0.6508,1.6577,1124000000.0,,,173000000.0,,,,233081556.0,Chemicals
CF,2019,CF Industries Holdings Inc,Chemicals,United States and Canada,United States,41.525,47.67,66.65,49.959999999999994,43.445,2199650.0,0.0862,1.428,20.7626,0.808,18.1118,0.0,21.9653,2.7365,0.4194,6.262,18.1118,12.8131,,2.0067,1502000000.0,320000000.0,,499000000.0,,,,233114169.0,Chemicals
CFG,2015,"Citizens Financial Group, Inc.",Banks,North America,United States,37.0,57.0,50.0,48.0,21.53,3561150.0,0.009,0.0,0.0,0.6779,0.0,0.0,0.0,0.0,0.1748,18.7997,0.0,29.0096,0.1599,1.1368,4690000000.0,-3426000000.0,-3468000000.0,,,,2649000000.0,,Banks
CFG,2016,"Citizens Financial Group, Inc.",Banks,North America,United States,36.349999999999994,55.4725,52.1925,48.5725,20.02,5660350.0,0.009,0.0,0.0,0.7588,0.0,0.0,0.0,0.0,0.371,22.3632,0.0,32.8311,0.1886,1.4462,4979000000.0,865000000.0,1268000000.0,,,,1390000000.0,,Banks
CFG,2017,"Citizens Financial Group, Inc.",Banks,United States and Canada,United States,33.848,50.812,52.922000000000004,46.522000000000006,32.03,4265200.0,0.0091,0.0,0.0,0.7637,0.0,0.0,0.0,0.0,0.396,24.8724,0.0,35.9029,0.2299,1.7521,4824000000.0,840000000.0,1263000000.0,,,,1229000000.0,,Banks
CFG,2018,"Citizens Financial Group, Inc.",Banks,United States and Canada,United States,34.58,50.12,49.54999999999999,45.24,36.87,4363100.0,0.0094,0.0,0.0,0.8283,0.0,0.0,0.0,0.0,0.4334,29.8409,0.0,38.5534,0.2793,2.245,5255000000.0,1045000000.0,1534000000.0,,,,1490000000.0,,Banks
CFG,2019,"Citizens Financial Group, Inc.",Banks,United States and Canada,United States,41.92,51.78,48.85,47.71,32.65,3970700.0,0.0094,0.0,0.0,0.6353,0.0,0.0,0.0,0.0,0.3695,28.1067,0.0,36.6949,0.2732,2.1691,5707000000.0,1652000000.0,1912000000.0,,,,1883000000.0,,Banks
CHD,2010,Church & Dwight Co. Inc.,Household Products,North America,United States,48.0,55.0,66.0,55.0,14.03,1653000.0,0.206,1.88,33.9939,0.3619,17.202,0.0,44.5189,1.708,0.2198,10.58,17.202,16.1212,2.1719,3.8218,2422398000.0,195174000.0,340332000.0,971718000.0,,,336167000.0,,Household Products
CHD,2011,Church & Dwight Co. Inc.,Household Products,North America,United States,44.25,53.75,67.75,53.75,17.625,1430000.0,0.223,1.9687,33.6377,0.1225,17.73575,0.0,44.2083,1.7362000000000002,0.109,11.3552,17.73575,17.80325,2.532,3.8168,2520900000.0,243500000.0,412900000.0,1101000000.0,3118400000.0,,400900000.0,,Household Products
CHD,2012,Church & Dwight Co. Inc.,Household Products,North America,United States,49.0,53.0,66.0,54.5,23.255000000000003,1438900.0,0.20895,1.81025,34.870999999999995,0.2902,18.81285,0.0,44.0329,1.7668,0.1757,12.16765,18.81285,18.9045,2.49505,4.2783999999999995,2589200000.0,270700000.0,445000000.0,1157800000.0,2945200000.0,,428500000.0,,Household Products
CHD,2013,Church & Dwight Co. Inc.,Household Products,North America,United States,50.0,52.0,69.0,55.0,27.625,1139400.0,0.1931,1.6643,36.2214,0.3602,17.839,0.0,45.186,1.7088,0.2255,11.2084,17.839,16.922,2.1645,4.0341,2749300000.0,309600000.0,492600000.0,1214500000.0,3117600000.0,,437800000.0,,Household Products
CHD,2014,Church & Dwight Co. Inc.,Household Products,North America,United States,49.666666666666664,55.0,69.0,56.666666666666664,33.965,1197600.0,0.1985,1.1246,33.5771,0.517,18.9255,0.0,45.0144,1.9353,0.2471,12.3166,18.9255,18.4864,2.4454,5.0716,2921900000.0,349800000.0,545100000.0,1291400000.0,4098100000.0,,,,Household Products
CHD,2015,Church & Dwight Co. Inc.,Household Products,North America,United States,58.0,59.0,66.0,61.0,39.095,1206600.0,0.2043,1.0382,34.5359,0.519,19.3681,0.0,44.7668,1.738,0.2562,12.4886,19.3681,18.8759,2.5629,5.3924,3194300000.0,394400000.0,622200000.0,1438000000.0,4237300000.0,,,,Household Products
CHD,2016,Church & Dwight Co. Inc.,Household Products,North America,United States,58.125,58.175,67.5875,60.5075,44.004999999999995,1468400.0,0.2036,0.8824,28.6084,0.5379,19.9795,0.0,45.5357,1.6629,0.2583,12.7194,19.9795,19.4894,2.5892,5.5817,3297600000.0,413900000.0,641200000.0,1452900000.0,4359200000.0,,,,Household Products
CHD,2017,Church & Dwight Co. Inc.,Household Products,United States and Canada,United States,61.445,61.99666666666667,65.48333333333333,62.67666666666667,47.3,1467700.0,0.1718,1.0531,30.4477,1.0705,20.529,0.0,45.7016,1.6681,0.4867,13.7824,20.529,19.2334,2.241,6.8302,3394800000.0,410400000.0,674200000.0,1511800000.0,4256900000.0,,,,Household Products
CHD,2018,Church & Dwight Co Inc,Household Products,United States and Canada,United States,64.7375,65.9225,62.7,64.705,51.5,1806000.0,0.1742,0.8129,30.5224,0.8944,18.0007,0.0,44.2553,1.552,0.4339,13.2911,18.0007,16.3906,2.4517,5.8195,3493100000.0,459000000.0,724200000.0,1590600000.0,4354100000.0,,655300000.0,,Household Products
CHRW,2010,CH Robinson Worldwide Inc.,Transportation,North America,United States,44.0,41.0,59.0,47.0,47.025,1484350.0,0.929141999999999,1.8581,42.1867,0.0,6.8723,0.0,15.8068,0.0,0.0,4.2402,6.8723,6.8784,5.1692,8.7672,8578614000.0,359177000.0,571586000.0,,,,447579000.0,,Transportation
CHRW,2011,CH Robinson Worldwide Inc.,Transportation,North America,United States,37.75,45.75,65.5,47.75,58.485,1023200.0,0.929141999999999,1.8476,41.6883,0.0,6.6953,0.0,15.66355,0.0,0.0,4.243,6.6953,6.7488,5.1081,8.7478,7577189000.0,360830000.0,584811000.0,,,,372571000.0,,Transportation
CHRW,2012,CH Robinson Worldwide Inc.,Transportation,North America,United States,42.5,52.0,72.5,53.5,49.400000000000006,1146800.0,0.929141999999999,1.81755,42.93865,0.0,6.3786000000000005,0.0,14.99375,0.0,0.0,4.0387,6.3786000000000005,6.5037,5.1505,8.98805,9274305000.0,387026000.0,622860000.0,,,,344779000.0,,Transportation
CHRW,2015,CH Robinson Worldwide Inc.,Transportation,North America,United States,44.0,50.0,71.0,53.0,60.595,1368250.0,0.929141999999999,1.1739,43.3215,0.9642,6.6829,0.0,17.2136,0.0,0.3065,3.9423,6.6829,6.2961,4.0308,12.3243,12752076000.0,415904000.0,682650000.0,,,,347777000.0,,Transportation
CHRW,2016,CH Robinson Worldwide Inc.,Transportation,North America,United States,43.14666666666667,46.596666666666664,70.65,51.4,64.25,1358800.0,0.926,1.0932,45.0976,1.0258,6.2957,0.0,16.6419,0.0,0.2836,3.845,6.2957,6.0744,3.5214,10.1627,13470067000.0,449711000.0,748418000.0,,3214338000.0,,513426000.0,,Transportation
CHRW,2017,CH Robinson Worldwide Inc.,Transportation,United States and Canada,United States,36.25,41.43333333333333,69.08333333333333,46.53,68.52,1324600.0,0.929141999999999,1.2634,48.0465,1.0951,5.1385,0.0,15.6917,0.0,0.3563,3.1494,5.1385,4.8615,2.8544,8.7968,13476084000.0,509699000.0,858310000.0,,3184358000.0,,718336000.0,,Transportation
CHRW,2018,"C.H. Robinson Worldwide, Inc.",Transportation,United States and Canada,United States,39.7,42.61,65.05,47.2,85.84,1183500.0,0.929141999999999,1.8511,47.0333,0.904,5.7311,0.0,16.171,0.0,0.4613,4.0983,5.7311,5.579,3.5741,11.2277,13144413000.0,513384000.0,837531000.0,,3687758000.0,,529408000.0,,Transportation
CHRW,2019,"C.H. Robinson Worldwide, Inc.",Transportation,United States and Canada,United States,38.76,41.87,66.275,46.885,80.95,1085100.0,0.8317,1.8088,48.3576,0.7862,5.2147,0.0,16.4266,0.0,0.4282,3.8094,5.2147,4.8729,,8.7798,14869380000.0,504893000.0,775119000.0,,4235834000.0,,384001000.0,,Transportation
CHTR,2011,"Charter Communications, Inc.",Media,North America,United States,43.333333333333336,44.333333333333336,69.66666666666667,50.0,50.644999999999996,281050.0,0.1157,0.3099,12.5871,14.316985999999881,14.4493,0.0,56.2256,0.0,0.9357,-4.6987,14.4493,-0.7186,-0.5435,-9.947199999999999,,,,,,,,,Media
CHTR,2013,"Charter Communications, Inc.",Media,North America,United States,51.0,46.0,66.0,52.0,121.795,756050.0,0.1242,0.2583,9.9858,14.316985999999881,11.2197,0.0,34.3306,0.0,0.9953,-3.305,11.2197,-0.6138,-0.4058,-50.534578999999994,7204000000.0,-83000000.0,1041000000.0,,,,1737000000.0,,Media
CHTR,2016,Charter Communications Inc.,Media,North America,United States,50.24,43.25571428571429,65.19714285714285,50.48571428571428,232.14999999999998,1789100.0,0.0674,0.3216,12.5431,1.2189,9.0764,0.0,35.419,0.0,0.5409,4.4185,9.0764,2.6502,0.3817,1.1297,9108000000.0,54000000.0,971000000.0,,,,2359000000.0,,Media
CHTR,2017,Charter Communications Inc.,Media,United States and Canada,United States,40.4825,40.1025,60.74,45.3525,334.78,1444100.0,0.0706,0.3156,13.8795,1.4776,10.1574,0.0,36.5164,0.0,0.5892,1.3421,10.1574,2.3462,0.1327,0.42,10037000000.0,3067000000.0,1114000000.0,,,,2359000000.0,,Media
CHTR,2018,Charter Communications Inc,Media,United States and Canada,United States,42.21,40.75,59.66,45.84,310.48,1311900.0,0.0746,0.2257,13.8875,1.6024,12.6699,0.0,36.4349,0.0,0.6045,2.6356,12.6699,3.501,0.2318,0.8132,29003000000.0,3522000000.0,2456000000.0,,,,8041000000.0,,Media
CHTR,2019,Charter Communications Inc,Media,United States and Canada,United States,44.04,39.61,59.18,45.61,390.975,1062750.0,0.0788,0.3382,17.0419,1.8484,13.8515,0.0,36.1593,0.0,0.6379,3.3799,13.8515,5.179,,1.1525,41581000000.0,9895000000.0,4106000000.0,,,,11954000000.0,,Media
CI,2010,Cigna Corp.,Healthcare,North America,United States,46.0,44.0,61.5,49.5,34.485,3194500.0,0.1161,0.0,0.0,0.4372,8.8112,0.0,0.0,0.0,0.279,5.8299,8.8112,8.8112,0.6699,4.9241,,,,,,,,,Healthcare
CI,2011,Cigna Corp.,Healthcare,North America,United States,51.5,45.0,77.0,55.5,43.55,2717700.0,0.1171,0.0,0.0,0.4257,8.0944,0.0,0.0,0.0,0.2764,5.1152,8.0944,8.0944,0.5385,3.4151,,,,,,,,,Healthcare
CI,2012,Cigna Corp.,Healthcare,North America,United States,55.0,46.5,74.0,56.5,45.53,2422550.0,0.1377,0.0,0.0,0.56225,8.148150000000001,0.0,0.0,0.0,0.3497,5.43025,8.148150000000001,8.148150000000001,0.7335,4.27275,,,,,,,,,Healthcare
CI,2013,Cigna Corp.,Healthcare,North America,United States,60.0,47.0,70.0,57.0,72.715,1561350.0,0.1493,0.0,0.0,0.5302,9.6115,0.0,0.0,0.0,0.3377,6.3283,9.6115,9.6115,0.94,5.1765,,,,,,,,,Healthcare
CI,2014,Cigna Corp.,Healthcare,North America,United States,65.0,46.0,70.0,58.0,101.505,1426750.0,0.1598,0.0,0.0,0.4751,8.1989,0.0,0.0,0.0,0.3158,5.2307,8.1989,8.1989,0.8269,4.2821,,,,,,,,,Healthcare
CI,2015,Cigna Corp.,Healthcare,North America,United States,60.0,45.0,70.0,56.5,134.91,1563600.0,0.1661,0.0,0.0,0.4416,9.3514,0.0,0.0,0.0,0.3002,5.826,9.3514,9.3514,0.9559,4.6153,,,,,,,,,Healthcare
CI,2016,Cigna Corp.,Healthcare,North America,United States,65.2875,56.115,72.56,63.34,132.29500000000002,1225350.0,0.1674,0.0,0.0,0.3666,7.5101,0.0,0.0,0.0,0.2573,4.6154,7.5101,7.5101,0.7439,3.2327,,,,,,,,,Healthcare
CI,2017,Cigna Corp.,Healthcare,United States and Canada,United States,73.65799999999999,59.694,70.372,66.386,169.49,1263100.0,0.1689,0.0,0.0,0.3781,10.5011,0.0,0.0,0.0,0.2691,5.3389,10.5011,7.8558,0.9074,3.9731,,,,,,,,,Healthcare
CI,2018,Cigna Corp,Healthcare,United States and Canada,United States,75.5,52.76,67.57,62.89,188.11,2098100.0,0.1381,0.0,0.0,1.0352,9.8804,0.0,0.0,0.0,0.4906,6.7382,9.8804,9.0163,1.2805,4.9759,39838000000.0,1843000000.0,3088000000.0,,,,4026000000.0,0.0,Healthcare
CINF,2010,Cincinnati Financial Corp.,Insurance,North America,United States,32.0,41.0,46.0,39.0,19.175,1005400.0,0.062,0.0,0.0,0.1701,19.765,0.0,0.0,0.0,0.1454,13.2479,19.765,18.2692,0.8215,2.4642,3824000000.0,429000000.0,540000000.0,,,,484000000.0,,Insurance
CINF,2011,Cincinnati Financial Corp.,Insurance,North America,United States,35.5,42.25,49.5,42.0,21.520000000000003,1132050.0,0.0613,0.0,0.0,0.1838,2.5424,0.0,0.0,0.0,0.1553,2.0127,2.5424,1.1653,0.1233,0.397,3903000000.0,432000000.0,582000000.0,,,,525000000.0,,Insurance
